"season","week","player_id","player_name","team","points","is_available","ppg","true_position","mfl_position","vbd_mfl","vbd_true"
2021,"YTD",15160,"Black, Henry","GBP",48,"1",3,"DB","DB",-7.5,-7.5
2021,"YTD",15454,"Williams, Avery","ATL",47.2,"1",3.371,"DB","DB",-7.129,-7.129
2017,"YTD",11846,"Dixon, Brandon","NYG",47,"1",9.4,"DB","DB",-1.056,-1.056
2017,"YTD",10869,"Lane, Jeremy","SEA",47,"1",3.615,"DB","DB",-6.841,-6.841
2021,"YTD",15389,"Robinson, Aaron","NYG",47,"1",5.875,"DB","DB",-4.625,-4.625
2021,"YTD",14181,"Mullen, Trayvon","LVR",47,"1",9.4,"DB","DB",-1.1,-1.1
2018,"YTD",11315,"Amerson, David","ARI",46,"1",7.667,"DB","DB",-2.895,-2.895
2019,"YTD",9966,"Jones, Reshad","MIA",46,"0",11.5,"DB","DB",1.375,1.375
2021,"YTD",12738,"Burns, Artie","CHI",46,"1",4.6,"DB","DB",-5.9,-5.9
2021,"YTD",11858,"Carrie, T.J.","IND",46,"1",4.6,"DB","DB",-5.9,-5.9
2021,"YTD",12781,"Burris, Juston","CAR",46,"1",5.111,"DB","DB",-5.389,-5.389
2018,"YTD",9948,"Lewis, Kendrick","TEN",45,"1",3.462,"DB","DB",-7.1,-7.1
2021,"YTD",13811,"Smith, Tremon","HOU",45,"1",2.812,"DB","DB",-7.688,-7.688
2020,"YTD",11781,"Gaines, Phillip","HOU",44,"1",3.667,"DB","DB",-8.619,-8.619
2021,"YTD",14954,"Hawkins, Jaylinn","ATL",44,"1",3.385,"DB","DB",-7.115,-7.115
2021,"YTD",14434,"Reaves, Jeremy","WAS",44,"1",11,"DB","DB",0.5,0.5
2021,"YTD",14283,"Wilson, Donovan","DAL",44,"1",5.5,"DB","DB",-5,-5
2021,"YTD",15403,"Thomas, Ambry","SFO",43.1,"1",3.918,"DB","DB",-6.582,-6.582
2017,"YTD",11832,"Acker, Kenneth","KCC",43,"1",2.688,"DB","DB",-7.768,-7.768
2021,"YTD",10789,"Gilmore, Stephon","CAR",43,"1",5.375,"DB","DB",-5.125,-5.125
2021,"YTD",14201,"Williams, Joejuan","NEP",42,"1",3.818,"DB","DB",-6.682,-6.682
2021,"YTD",15078,"Claybrooks, Chris","JAC",41.64,"1",2.776,"DB","DB",-7.724,-7.724
2020,"YTD",9841,"Robinson, Patrick","NOS",41,"1",3.417,"DB","DB",-8.869,-8.869
2021,"YTD",12988,"Jones, Jonathan","NEP",41,"1",6.833,"DB","DB",-3.667,-3.667
2021,"YTD",12998,"Adams, Andrew","TBB",41,"1",3.154,"DB","DB",-7.346,-7.346
2021,"YTD",15420,"Rochell, Robert","LAR",40,"1",3.636,"DB","DB",-6.864,-6.864
2021,"YTD",14043,"Leavitt, Dallin","LVR",39.6,"1",2.64,"DB","DB",-7.86,-7.86
2018,"YTD",11855,"Hal, Dre","HOU",38,"1",4.75,"DB","DB",-5.812,-5.812
2021,"YTD",14286,"Boyd, Kris","MIN",38,"1",2.533,"DB","DB",-7.967,-7.967
2021,"YTD",10379,"Skrine, Buster","TEN",38,"1",6.333,"DB","DB",-4.167,-4.167
2021,"YTD",13918,"Johnson, Danny","WAS",38,"1",3.167,"DB","DB",-7.333,-7.333
2021,"YTD",15364,"Cisco, Andre","JAC",38,"0",2.375,"DB","DB",-8.125,-8.125
2017,"YTD",9857,"Allen, Nate","MIA",36,"1",5.143,"DB","DB",-5.313,-5.313
2019,"YTD",9191,"Scandrick, Orlando","FA",36,"1",12,"DB","DB",1.875,1.875
2021,"YTD",11803,"Johnson, Dontae","SFO",36,"1",2.4,"DB","DB",-8.1,-8.1
2017,"YTD",11033,"Golden, Robert","PIT",35.91,"1",2.244,"DB","DB",-8.212,-8.212
2017,"YTD",12279,"Rollins, Quinten","GBP",35,"1",5.833,"DB","DB",-4.623,-4.623
2021,"YTD",9633,"McCourty, Jason","MIA",35,"1",5,"DB","DB",-5.5,-5.5
2021,"YTD",12834,"Seymour, Kevon","BAL",34,"1",4.25,"DB","DB",-6.25,-6.25
2021,"YTD",13087,"Neasman, Sharrod","FA",34,"1",3.091,"DB","DB",-7.409,-7.409
2019,"YTD",14666,"Kelly, Kameron","FA",33,"1",2.357,"DB","DB",-7.768,-7.768
2021,"YTD",14024,"Delaney, Dee","TBB",33,"1",2.357,"DB","DB",-8.143,-8.143
2021,"YTD",14414,"Owens, Jonathan","HOU",33,"1",5.5,"DB","DB",-5,-5
2018,"YTD",11838,"Gaines, E.J.","CLE",32,"1",5.333,"DB","DB",-5.229,-5.229
2019,"YTD",12380,"King, Akeem","SEA",32,"1",2.462,"DB","DB",-7.663,-7.663
2021,"YTD",15229,"Green, A.J.","CLE",32,"1",2.909,"DB","DB",-7.591,-7.591
2021,"YTD",14957,"Robertson, Amik","LVR",32,"1",3.2,"DB","DB",-7.3,-7.3
2021,"YTD",13730,"Alexander, Jaire","GBP",32,"0",8,"DB","DB",-2.5,-2.5
2021,"YTD",14963,"Thomas, Daniel","JAC",32,"1",2.133,"DB","DB",-8.367,-8.367
2018,"YTD",7818,"Jones, Adam","FA",31.8,"1",4.543,"DB","DB",-6.019,-6.019
2021,"YTD",15197,"Williams, Jarren","NYG",31,"1",6.2,"DB","DB",-4.3,-4.3
2021,"YTD",10393,"Sherman, Richard","TBB",31,"1",6.2,"DB","DB",-4.3,-4.3
2021,"YTD",14178,"Baker, Deandre","KCC",31,"1",3.444,"DB","DB",-7.056,-7.056
2019,"YTD",11739,"Colvin, Aaron","WAS",30,"1",4.286,"DB","DB",-5.839,-5.839
2021,"YTD",15198,"Westry, Chris","BAL",30,"1",6,"DB","DB",-4.5,-4.5
2021,"YTD",10294,"Smith, Jimmy","BAL",30,"1",3.333,"DB","DB",-7.167,-7.167
2021,"YTD",13790,"Phillips, Darius","CIN",29.92,"1",2.493,"DB","DB",-8.007,-8.007
2017,"YTD",7398,"Hall, Deangelo","WAS",29.35,"1",4.892,"DB","DB",-5.564,-5.564
2017,"YTD",13450,"Elston, Trae","MIA",29,"1",2.071,"DB","DB",-8.385,-8.385
2021,"YTD",15191,"Price, Bobby","DET",28.7,"1",2.05,"DB","DB",-8.45,-8.45
2017,"YTD",12965,"Evans, Marwin","GBP",28,"1",1.75,"DB","DB",-8.706,-8.706
2018,"YTD",11974,"Patmon, Tyler","JAC",28,"1",2.333,"DB","DB",-8.229,-8.229
2021,"YTD",11537,"Melvin, Rashaan","CAR",28,"1",3.111,"DB","DB",-7.389,-7.389
2018,"YTD",12746,"Cravens, Su'a","DEN",27,"1",5.4,"DB","DB",-5.162,-5.162
2020,"YTD",11350,"Swearinger, D.J.","NOS",27,"1",2.455,"DB","DB",-9.831,-9.831
2021,"YTD",11312,"Trufant, Desmond","LVR",27,"1",3,"DB","DB",-7.5,-7.5
2021,"YTD",15445,"Lenoir, Deommodore","SFO",27,"1",2.077,"DB","DB",-8.423,-8.423
2021,"YTD",12906,"Wilson, Jarrod","FA",27,"1",3,"DB","DB",-7.5,-7.5
2021,"YTD",13709,"Oliver, Isaiah","ATL",27,"1",6.75,"DB","DB",-3.75,-3.75
2017,"YTD",9930,"Verner, Alterraun","MIA",26,"1",1.733,"DB","DB",-8.723,-8.723
2020,"YTD",14234,"Johnson, Isaiah","LVR",26,"1",1.857,"DB","DB",-10.429,-10.429
2021,"YTD",13351,"Colbert, Adrian","FA",26,"1",4.333,"DB","DB",-6.167,-6.167
2017,"YTD",8662,"Revis, Darrelle","KCC",25,"1",5,"DB","DB",-5.456,-5.456
2019,"YTD",14761,"Brooks, Nate","MIA",25,"1",8.333,"DB","DB",-1.792,-1.792
2019,"YTD",9103,"Talib, Aqib","MIA",25,"1",5,"DB","DB",-5.125,-5.125
2020,"YTD",8958,"Williams, Tramon","FA",25,"1",4.167,"DB","DB",-8.119,-8.119
2021,"YTD",15003,"Stone, Geno","BAL",25,"1",1.786,"DB","DB",-8.714,-8.714
2017,"YTD",9619,"McCain, Brice","TEN",24,"1",1.5,"DB","DB",-8.956,-8.956
2018,"YTD",10344,"Conte, Chris","TBB",24,"1",8,"DB","DB",-2.562,-2.562
2020,"YTD",13964,"Lewis, Ryan","NYG",24,"1",4.8,"DB","DB",-7.486,-7.486
2021,"YTD",13914,"Herndon, Tre","JAC",24,"1",2.667,"DB","DB",-7.833,-7.833
2021,"YTD",14702,"Teamer, Roderic","LVR",24,"1",2.667,"DB","DB",-7.833,-7.833
2017,"YTD",9168,"Demps, Quintin","CHI",23,"1",7.667,"DB","DB",-2.789,-2.789
2018,"YTD",12759,"Russell, KeiVarae","CIN",23,"1",3.286,"DB","DB",-7.276,-7.276
2018,"YTD",13886,"Sullivan, Tre","PHI",23,"1",1.917,"DB","DB",-8.645,-8.645
2018,"YTD",13567,"Thomas, Dymonte","DEN",23,"1",1.917,"DB","DB",-8.645,-8.645
2019,"YTD",11799,"Aikens, Walt","MIA",23,"1",1.533,"DB","DB",-8.592,-8.592
2019,"YTD",10777,"Claiborne, Morris","KCC",23,"1",2.875,"DB","DB",-7.25,-7.25
2021,"YTD",13785,"Neal, Siran","BUF",23,"1",1.438,"DB","DB",-9.062,-9.062
2021,"YTD",15363,"Melifonwu, Ifeatu","DET",23,"1",3.833,"DB","DB",-6.667,-6.667
2021,"YTD",11327,"Jefferson, Tony","BAL",23,"1",4.6,"DB","DB",-5.9,-5.9
2021,"YTD",15477,"Graham, Thomas","CHI",23,"1",7.667,"DB","DB",-2.833,-2.833
2021,"YTD",14671,"Moore, C.J.","DET",22.8,"1",1.425,"DB","DB",-9.075,-9.075
2018,"YTD",12299,"Shaw, Josh","TBB",22,"1",2.75,"DB","DB",-7.812,-7.812
2021,"YTD",14502,"Marshall, Trey","LAC",22,"1",1.692,"DB","DB",-8.808,-8.808
2021,"YTD",12747,"Green, T.J.","HOU",22,"1",3.143,"DB","DB",-7.357,-7.357
2021,"YTD",13305,"Hairston, Nate","DEN",22,"1",1.375,"DB","DB",-9.125,-9.125
2017,"YTD",12251,"Drummond, Kurtis","HOU",21,"1",1.4,"DB","DB",-9.056,-9.056
2018,"YTD",11605,"Shead, Deshawn","DET",21,"1",1.75,"DB","DB",-8.812,-8.812
2020,"YTD",14266,"Hollman, Ka'dar","GBP",21,"1",1.5,"DB","DB",-10.786,-10.786
2021,"YTD",15423,"Brown, Tre","SEA",21,"1",4.2,"DB","DB",-6.3,-6.3
2021,"YTD",14264,"Johnson, Jaquan","BUF",21,"1",1.312,"DB","DB",-9.188,-9.188
2021,"YTD",13456,"Mabin, Greg","TEN",21,"1",4.2,"DB","DB",-6.3,-6.3
2021,"YTD",15148,"Franklin, Sam","CAR",20,"1",1.333,"DB","DB",-9.167,-9.167
2021,"YTD",14961,"Robinson, Kenny","CAR",20,"1",2,"DB","DB",-8.5,-8.5
2021,"YTD",14271,"Crawford, Xavier","CHI",20,"1",1.538,"DB","DB",-8.962,-8.962
2017,"YTD",9492,"Byrd, Jairus","CAR",19,"1",1.583,"DB","DB",-8.873,-8.873
2017,"YTD",11554,"Morris, Darryl","NYG",19,"1",3.8,"DB","DB",-6.656,-6.656
2018,"YTD",9816,"Berry, Eric","KCC",19,"0",9.5,"DB","DB",-1.062,-1.062
2019,"YTD",10833,"Sensabaugh, Coty","WAS",19,"1",3.167,"DB","DB",-6.958,-6.958
2020,"YTD",14026,"Kalu, Joshua","TEN",18.06,"1",1.204,"DB","DB",-11.082,-11.082
2017,"YTD",11321,"Banks, Johnthan","HOU",18,"1",6,"DB","DB",-4.456,-4.456
2018,"YTD",12931,"Harris, De'Vante","TBB",18,"1",1.8,"DB","DB",-8.762,-8.762
2019,"YTD",14394,"Milligan, Rolan","IND",18,"1",1.636,"DB","DB",-8.489,-8.489
2019,"YTD",11358,"Webster, Kayvon","WAS",18,"1",9,"DB","DB",-1.125,-1.125
2020,"YTD",13278,"Hill, Delano","SEA",18,"1",9,"DB","DB",-3.286,-3.286
2021,"YTD",14272,"Austin, Blessuan","SEA",18,"1",1.636,"DB","DB",-8.864,-8.864
2021,"YTD",15597,"Dunn, Isaiah","NYJ",18,"1",2,"DB","DB",-8.5,-8.5
2021,"YTD",14959,"Reid, John","SEA",18,"1",1.636,"DB","DB",-8.864,-8.864
2021,"YTD",14202,"Blair, Marquise","SEA",18,"1",3,"DB","DB",-7.5,-7.5
2017,"YTD",10626,"Moore, Sterling","FA",17,"1",3.4,"DB","DB",-7.056,-7.056
2019,"YTD",10122,"Stewart, Darian","TBB",17,"1",1.308,"DB","DB",-8.817,-8.817
2021,"YTD",13766,"Watts, Armani","KCC",17,"1",1.133,"DB","DB",-9.367,-9.367
2021,"YTD",11814,"Allen, Ricardo","CIN",17,"1",1.308,"DB","DB",-9.192,-9.192
2017,"YTD",11827,"Reaser, Keith","KCC",16,"1",8,"DB","DB",-2.456,-2.456
2018,"YTD",10791,"Johnson, Leonard","FA",16,"1",2.667,"DB","DB",-7.895,-7.895
2021,"YTD",12248,"Waynes, Trae","CIN",16,"1",4,"DB","DB",-6.5,-6.5
2021,"YTD",15417,"McPhearson, Zech","PHI",16,"1",1.067,"DB","DB",-9.433,-9.433
2021,"YTD",11330,"Williams, Shawn","ATL",16,"1",3.2,"DB","DB",-7.3,-7.3
2021,"YTD",10808,"Wilson, Tavon","SFO",16,"1",2,"DB","DB",-8.5,-8.5
2021,"YTD",15448,"Pinnock, Jason","NYJ",16,"1",1.455,"DB","DB",-9.045,-9.045
2021,"YTD",12990,"Farley, Matthias","TEN",15.24,"1",0.953,"DB","DB",-9.547,-9.547
2017,"YTD",13419,"Currie, Justin","CLE",15,"1",5,"DB","DB",-5.456,-5.456
2017,"YTD",12065,"Terrell, Steven","KCC",15,"1",1.5,"DB","DB",-8.956,-8.956
2018,"YTD",13506,"Pipkins, Lenzy","FA",15,"1",5,"DB","DB",-5.562,-5.562
2019,"YTD",14759,"Hartage, Montre","MIA",14,"1",3.5,"DB","DB",-6.625,-6.625
2019,"YTD",11792,"Alexander, Maurice","BUF",14,"1",2,"DB","DB",-8.125,-8.125
2020,"YTD",11787,"Watkins, Jaylen","LAC",14,"1",4.667,"DB","DB",-7.619,-7.619
2020,"YTD",13017,"Riley, Curtis","FA",14,"1",2.333,"DB","DB",-9.953,-9.953
2021,"YTD",11776,"Brooks, Terrence","HOU",14,"1",1.4,"DB","DB",-9.1,-9.1
2021,"YTD",14669,"Nixon, Keisean","LVR",14,"1",1.273,"DB","DB",-9.227,-9.227
2021,"YTD",13259,"Tabor, Teez","CHI",14,"1",3.5,"DB","DB",-7,-7
2021,"YTD",15361,"Horn, Jaycee","CAR",14,"1",4.667,"DB","DB",-5.833,-5.833
2021,"YTD",15383,"Joseph, Kelvin","DAL",14,"1",1.556,"DB","DB",-8.944,-8.944
2021,"YTD",11498,"Addae, Jahleel","IND",14,"1",1.75,"DB","DB",-8.75,-8.75
2017,"YTD",10366,"Prosinski, Chris","CHI",13,"1",4.333,"DB","DB",-6.123,-6.123
2018,"YTD",12982,"Moore, Corey","IND",13,"1",0.867,"DB","DB",-9.695,-9.695
2021,"YTD",10874,"Bethel, Justin","NEP",13,"1",0.812,"DB","DB",-9.688,-9.688
2021,"YTD",15204,"Reed, J.R.","NYG",13,"1",1.625,"DB","DB",-8.875,-8.875
2021,"YTD",14683,"Jones, Chris","TEN",13,"1",1.857,"DB","DB",-8.643,-8.643
2021,"YTD",12835,"Parks, Will","NYJ",13,"1",4.333,"DB","DB",-6.167,-6.167
2021,"YTD",15140,"Lewis, Cam","BUF",13,"1",2.167,"DB","DB",-8.333,-8.333
2021,"YTD",13754,"Yiadom, Isaac","FA",13,"1",0.867,"DB","DB",-9.633,-9.633
2021,"YTD",13338,"Wilson, Brandon","CIN",12.73,"1",1.414,"DB","DB",-9.086,-9.086
2018,"YTD",13973,"Meeks, Quenton","JAC",12.05,"1",1.506,"DB","DB",-9.056,-9.056
2018,"YTD",13383,"Burton, Deante","HOU",12,"1",4,"DB","DB",-6.562,-6.562
2019,"YTD",9097,"Rodgers-Cromartie, Dominique","WAS",12,"1",6,"DB","DB",-4.125,-4.125
2020,"YTD",15201,"Myres, Alex","FA",12,"1",12,"DB","DB",-0.286,-0.286
2021,"YTD",11543,"Heath, Jeff","NOS",12,"1",0.8,"DB","DB",-9.7,-9.7
2021,"YTD",15536,"Bootle, DiCaprio","KCC",12,"1",4,"DB","DB",-6.5,-6.5
2021,"YTD",6254,"Peterson, Kevin","FA",12,"1",4,"DB","DB",-6.5,-6.5
2021,"YTD",12760,"Worley, Daryl","FA",12,"1",3,"DB","DB",-7.5,-7.5
2021,"YTD",15633,"Elliott, Jalen","DET",12,"1",2,"DB","DB",-8.5,-8.5
2021,"YTD",15401,"Wright, Nahshon","DAL",12,"1",1,"DB","DB",-9.5,-9.5
2021,"YTD",12776,"Killebrew, Miles","PIT",12,"1",0.75,"DB","DB",-9.75,-9.75
2019,"YTD",14720,"Taylor, Shakial","DEN",11,"1",2.75,"DB","DB",-7.375,-7.375
2020,"YTD",10103,"McManis, Sherrick","CHI",11,"1",1,"DB","DB",-11.286,-11.286
2021,"YTD",13407,"Borders, Breon","ARI",11,"1",1,"DB","DB",-9.5,-9.5
2021,"YTD",13783,"Harris, Davontae","LAC",11,"1",1.571,"DB","DB",-8.929,-8.929
2021,"YTD",15131,"Moffatt, Jovante","NYJ",11,"1",2.2,"DB","DB",-8.3,-8.3
2021,"YTD",14950,"Wallace, K'Von","PHI",11,"1",0.917,"DB","DB",-9.583,-9.583
2021,"YTD",10778,"Kirkpatrick, Dre","FA",11,"1",1.833,"DB","DB",-8.667,-8.667
2017,"YTD",9954,"Carroll, Nolan","FA",10,"1",5,"DB","DB",-5.456,-5.456
2017,"YTD",10063,"Maragos, Chris","PHI",10,"1",1.667,"DB","DB",-8.789,-8.789
2018,"YTD",11127,"Pleasant, Eddie","GBP",10,"1",1.667,"DB","DB",-8.895,-8.895
2018,"YTD",11356,"Wilcox, J.J.","IND",10,"1",1.429,"DB","DB",-9.133,-9.133
2019,"YTD",14758,"Brown, Kyron","NYJ",10,"1",10,"DB","DB",-0.125,-0.125
2020,"YTD",10149,"Brock, Tramaine","DET",10,"1",10,"DB","DB",-2.286,-2.286
2020,"YTD",15164,"Bonds, Terrell","MIA",10,"1",3.333,"DB","DB",-8.953,-8.953
2021,"YTD",14037,"Davis, Jalen","CIN",10,"1",0.667,"DB","DB",-9.833,-9.833
2021,"YTD",13302,"Elder, Corn","WAS",10,"1",2.5,"DB","DB",-8,-8
2021,"YTD",14398,"Parker, Steven","NYG",10,"1",1.667,"DB","DB",-8.833,-8.833
2021,"YTD",15360,"Farley, Caleb","TEN",10,"1",2.5,"DB","DB",-8,-8
2021,"YTD",12803,"Christian, Marqui","CHI",10,"1",0.625,"DB","DB",-9.875,-9.875
2021,"YTD",15632,"Gilbert, Mark","DET",10,"1",1.667,"DB","DB",-8.833,-8.833
2021,"YTD",12379,"Roberts, Darryl","WAS",10,"1",2,"DB","DB",-8.5,-8.5
2021,"YTD",13841,"Crossen, Keion","NYG",10,"1",0.667,"DB","DB",-9.833,-9.833
2019,"YTD",12749,"Jones, Cyrus","DEN",9.65,"1",1.206,"DB","DB",-8.919,-8.919
2017,"YTD",13342,"McQuay, Leon","KCC",9,"1",9,"DB","DB",-1.456,-1.456
2018,"YTD",10351,"Searcy, Da'Norris","CAR",9,"1",4.5,"DB","DB",-6.062,-6.062
2020,"YTD",10784,"Iloka, George","MIN",9,"1",2.25,"DB","DB",-10.036,-10.036
2020,"YTD",13443,"Carter, Jamal","ARI",9,"1",9,"DB","DB",-3.286,-3.286
2021,"YTD",11613,"Thomas, Michael","CIN",9,"1",1.286,"DB","DB",-9.214,-9.214
2021,"YTD",15130,"Hughes, Juju","DET",9,"1",1.286,"DB","DB",-9.214,-9.214
2021,"YTD",10981,"Levine, Anthony","FA",9,"1",0.562,"DB","DB",-9.938,-9.938
2021,"YTD",14902,"Okudah, Jeff","DET",9,"0",9,"DB","DB",-1.5,-1.5
2021,"YTD",15023,"Williamson, Chris","TEN",9,"1",1.8,"DB","DB",-8.7,-8.7
2021,"YTD",13780,"Allen, Marcus","PIT",9,"1",0.6,"DB","DB",-9.9,-9.9
2021,"YTD",12829,"Canady, Maurice","DAL",9,"1",1.286,"DB","DB",-9.214,-9.214
2017,"YTD",13457,"Cox, Demetrious","CAR",8,"1",2,"DB","DB",-8.456,-8.456
2017,"YTD",11995,"Nelson, Robert","BAL",8,"1",4,"DB","DB",-6.456,-6.456
2018,"YTD",12090,"Williams, Marcus","CHI",8,"1",1.6,"DB","DB",-8.962,-8.962
2018,"YTD",13323,"Tyson, Mike","HOU",8,"1",0.8,"DB","DB",-9.762,-9.762
2019,"YTD",12067,"Ladler, Kenny","WAS",8,"1",8,"DB","DB",-2.125,-2.125
2021,"YTD",15568,"Chachere, Andre","PHI",8,"1",0.615,"DB","DB",-9.885,-9.885
2021,"YTD",11765,"Verrett, Jason","SFO",8,"1",8,"DB","DB",-2.5,-2.5
2021,"YTD",14906,"Arnette, Damon","KCC",8,"1",2,"DB","DB",-8.5,-8.5
2021,"YTD",11517,"McDougald, Bradley","FA",8,"1",2.667,"DB","DB",-7.833,-7.833
2021,"YTD",14183,"Thompson, Deionte","ARI",8,"1",0.5,"DB","DB",-10,-10
2021,"YTD",14919,"Igbinoghene, Noah","MIA",8,"1",1,"DB","DB",-9.5,-9.5
2019,"YTD",13804,"Thomas, Simeon","WAS",7,"1",0.583,"DB","DB",-9.542,-9.542
2019,"YTD",11011,"Bademosi, Johnson","NOS",7,"1",0.7,"DB","DB",-9.425,-9.425
2020,"YTD",13022,"Williams, Trevor","PIT",7,"1",3.5,"DB","DB",-8.786,-8.786
2021,"YTD",15209,"Chesley, Anthony","IND",7,"1",1,"DB","DB",-9.5,-9.5
2021,"YTD",14230,"Redwine, Sheldrick","MIA",7,"1",1.167,"DB","DB",-9.333,-9.333
2021,"YTD",11501,"Robey, Nickell","FA",7,"1",7,"DB","DB",-3.5,-3.5
2021,"YTD",14579,"Orr, Kareem","LAR",7,"1",1.75,"DB","DB",-8.75,-8.75
2021,"YTD",14214,"Layne, Justin","PIT",7,"1",0.438,"DB","DB",-10.062,-10.062
2017,"YTD",12810,"White, D.J.","IND",6,"1",2,"DB","DB",-8.456,-8.456
2017,"YTD",11794,"McGill, Keith","OAK",6,"1",0.462,"DB","DB",-9.994,-9.994
2018,"YTD",12455,"Rice, Denzel","BUF",6,"1",0.5,"DB","DB",-10.062,-10.062
2018,"YTD",12879,"Powell, Tyvis","SFO",6,"1",2,"DB","DB",-8.562,-8.562
2019,"YTD",14748,"Wilkins, Mazzi","TBB",6,"1",1.2,"DB","DB",-8.925,-8.925
2020,"YTD",12821,"Countess, Blake","PHI",6,"1",3,"DB","DB",-9.286,-9.286
2020,"YTD",10324,"Gilchrist, Marcus","BAL",6,"1",3,"DB","DB",-9.286,-9.286
2020,"YTD",13504,"McRae, Tony","DET",6,"1",0.75,"DB","DB",-11.536,-11.536
2021,"YTD",15471,"Breeze, Brady","DET",6,"1",0.75,"DB","DB",-9.75,-9.75
2021,"YTD",12327,"Smith, Tye","FA",6,"1",1.5,"DB","DB",-9,-9
2021,"YTD",13553,"McTyer, Torry","WAS",6,"1",1.5,"DB","DB",-9,-9
2021,"YTD",15651,"Davis, Javaris","MIA",6,"1",6,"DB","DB",-4.5,-4.5
2021,"YTD",15469,"Hamlin, Damar","BUF",6,"1",0.462,"DB","DB",-10.038,-10.038
2021,"YTD",14452,"Lammons, Chris","KCC",6,"1",0.5,"DB","DB",-10,-10
2021,"YTD",14228,"Sheffield, Kendall","ATL",6,"1",0.75,"DB","DB",-9.75,-9.75
2017,"YTD",12094,"Thompson, Peyton","JAC",5,"1",0.312,"DB","DB",-10.144,-10.144
2017,"YTD",13400,"Jerome, Lorenzo","FA",5,"1",1.25,"DB","DB",-9.206,-9.206
2018,"YTD",11428,"Cooper, Marcus","DET",5,"1",0.833,"DB","DB",-9.729,-9.729
2020,"YTD",13946,"Toliver, Kevin","DEN",5,"1",2.5,"DB","DB",-9.786,-9.786
2020,"YTD",15181,"Holder, Alijah","FA",5,"1",0.714,"DB","DB",-11.572,-11.572
2020,"YTD",14741,"Hayes, Tae","MIN",5,"1",1.667,"DB","DB",-10.619,-10.619
2021,"YTD",15176,"Whittaker, Jace","ARI",5,"1",2.5,"DB","DB",-8,-8
2021,"YTD",14955,"Scott, Josiah","PHI",5,"1",0.417,"DB","DB",-10.083,-10.083
2021,"YTD",12717,"Joseph, Karl","FA",5,"1",2.5,"DB","DB",-8,-8
2021,"YTD",13955,"Moore, A.J.","HOU",5,"1",0.455,"DB","DB",-10.045,-10.045
2021,"YTD",15155,"Mayden, Jared","PHI",5,"1",1.667,"DB","DB",-8.833,-8.833
2021,"YTD",15547,"Hall, Kemon","LAC",5,"1",0.357,"DB","DB",-10.143,-10.143
2021,"YTD",13942,"Gray, J.T.","NOS",5,"1",0.333,"DB","DB",-10.167,-10.167
2019,"YTD",10250,"Sherels, Marcus","MIN",4.78,"1",0.598,"DB","DB",-9.527,-9.527
2017,"YTD",13441,"Hill, Jaylen","BAL",4,"1",0.667,"DB","DB",-9.789,-9.789
2017,"YTD",11777,"McDougle, Dexter","JAC",4,"1",1.333,"DB","DB",-9.123,-9.123
2018,"YTD",13052,"Pitts, Lafayette","BUF",4,"1",0.25,"DB","DB",-10.312,-10.312
2018,"YTD",13867,"Alexander, Adonis","WAS",4,"1",0.444,"DB","DB",-10.118,-10.118
2018,"YTD",12189,"Lippett, Tony","NYG",4,"1",1.333,"DB","DB",-9.229,-9.229
2018,"YTD",13356,"Holsey, Joshua","WAS",4,"1",4,"DB","DB",-6.562,-6.562
2019,"YTD",7757,"Adams, Mike","HOU",4,"1",0.667,"DB","DB",-9.458,-9.458
2019,"YTD",10026,"Coleman, Kurt","BUF",4,"1",0.286,"DB","DB",-9.839,-9.839
2019,"YTD",11595,"Miles, Rontez","NYJ",4,"1",0.571,"DB","DB",-9.554,-9.554
2020,"YTD",15170,"Samuels, Stanford","GBP",4,"1",2,"DB","DB",-10.286,-10.286
2020,"YTD",15142,"Hall, Tyler","ATL",4,"1",0.5,"DB","DB",-11.786,-11.786
2021,"YTD",12719,"Thompson, Darian","FA",4,"1",0.8,"DB","DB",-9.7,-9.7
2021,"YTD",13397,"Nacua, Kai","NYJ",4,"1",2,"DB","DB",-8.5,-8.5
2021,"YTD",15486,"Webb, Mark","LAC",4,"1",0.571,"DB","DB",-9.929,-9.929
2021,"YTD",15451,"Jean-Charles, Shemar","GBP",4,"1",0.308,"DB","DB",-10.192,-10.192
2021,"YTD",12790,"Robinson, Rashard","TBB",4,"1",0.571,"DB","DB",-9.929,-9.929
2021,"YTD",14713,"Jackson, Robert","BAL",4,"1",1.333,"DB","DB",-9.167,-9.167
2021,"YTD",14012,"Ford, Mike","DEN",4,"1",0.333,"DB","DB",-10.167,-10.167
2021,"YTD",13708,"Jackson, Josh","FA",4,"1",2,"DB","DB",-8.5,-8.5
2021,"YTD",15442,"LeCounte, Richard","CLE",4,"1",0.444,"DB","DB",-10.056,-10.056
2021,"YTD",12544,"Everett, Deshazor","WAS",4,"1",0.286,"DB","DB",-10.214,-10.214
2021,"YTD",14252,"Jackson, Michael","SEA",4,"1",4,"DB","DB",-6.5,-6.5
2021,"YTD",14942,"Burgess, Terrell","LAR",4,"1",0.267,"DB","DB",-10.233,-10.233
2017,"YTD",13345,"Myrick, Jalen","JAC",3.54,"1",0.708,"DB","DB",-9.748,-9.748
2018,"YTD",10374,"House, Davon","GBP",3,"1",1,"DB","DB",-9.562,-9.562
2018,"YTD",11817,"Berhe, Nat","PIT",3,"1",0.75,"DB","DB",-9.812,-9.812
